kanakanji,unicode,maxStrokeID,strokeDirections,positionDirections,charClass
貧,0x8ca7,11,sttsdtrrrst,rsrsodddtr,kanji
貨,0x8ca8,11,sdstdtrrrst,srlsodddtr,kanji
販,0x8ca9,11,dtrrrstrddt,odddtruodd,kanji
貪,0x8caa,11,strtdtrrrst,ossdodddtr,kanji
貫,0x8cab,11,rtdrdtrrrst,orltodddor,kanji
責,0x8cac,11,rdrrdtrrrst,pssrodddor,kanji
貭,0x8cad,11,ldrddtrrrst,ldpsodddtr,kanji
貮,0x8cae,11,rrdtrrrsttt,stodddtrur,kanji
貯,0x8caf,12,dtrrrstddrrd,odddtrpsodr,kanji
貰,0x8cb0,12,rddrtdtrrrst,rrsqdodddtr,kanji
貲,0x8cb2,13,drdrstdtrrrst,dldplsodddtr,kanji
貳,0x8cb3,12,rrrdtrrrsttt,tsdodddrrur,kanji
貴,0x8cb4,12,drrdrdtrrrst,odpsrodddtr,kanji
貶,0x8cb6,11,dtrrrstsddr,odddtrpssd,kanji
買,0x8cb7,12,drddrdtrrrst,orrltodddtr,kanji
貸,0x8cb8,12,sdrttdtrrrst,drprsodddtr,kanji
費,0x8cbb,12,rrrdddtrrrst,doprsodddtr,kanji
貼,0x8cbc,12,dtrrrstdrdtr,odddtrpdsod,kanji
貽,0x8cbd,12,ddrrrstttdtr,odddtrptsod,kanji
貿,0x8cbf,12,stttsdtrrrst,srrrsodddtr,kanji
賀,0x8cc0,12,tsdtrdtrrrst,prodlodddtr,kanji
賁,0x8cc1,12,rdrdddtrrrst,psprsodddrr,kanji
賂,0x8cc2,13,dtrrrstsstdtr,odddtrpdsdod,kanji
賃,0x8cc3,13,sdsrdrdtrrrst,drsrssodddtr,kanji
賄,0x8cc4,13,dtrrrstsrddrr,odddtrpstodd,kanji
資,0x8cc7,13,tpsrstdtrrrst,dpdtosodddtr,kanji
賈,0x8cc8,13,rdrddrdtrrrst,doprstodddtr,kanji
賊,0x8cca,13,dtrrrstrrdtst,odddtrudputu,kanji
賍,0x8ccd,13,ddrrrstdrdrdr,odddtrpsodpd,kanji
賎,0x8cce,13,ddrrrstrrrtst,oddddruddutu,kanji
賑,0x8cd1,14,ddrrrstrdrrtst,odddtrurtdtrl,kanji
賓,0x8cd3,15,ddrrsstsdtrrrst,lotrlrlsodddrr,kanji
賚,0x8cda,15,rststdstdtrrrst,rdrdqdosodddtr,kanji
賛,0x8cdb,15,rrdtrrdtdtrrrst,dpdpdpdsodddtr,kanji
賜,0x8cdc,15,ddrrrstdtrrsdss,odddoruoddodtr,kanji
賞,0x8cde,15,dtsdrdrrdtrrrst,lrlorodsodddtr,kanji
賠,0x8ce0,15,dtrrrstdrtdrdtr,odddtrpstrstod,kanji
賢,0x8ce2,16,drdrrdrdtdtrrrst,orsdrspdsodddor,kanji
賣,0x8ce3,15,rdrdrddrdtrrrst,rssorrltodddtr,kanji
賤,0x8ce4,15,ddrrrstrtstrtst,odddtruptqdptq,kanji
賦,0x8ce6,15,ddrrrstrrdrdrdt,odddtrudtdldur,kanji
質,0x8cea,15,sdrdsdrddtrrrst,sdrpsdrsodddor,kanji
賭,0x8ced,16,ddrrrstrdrstdtrr,oddddrupspssodd,kanji
賺,0x8cfa,17,ddrrrsdssrtrrddst,odddtrprsdsturdr,kanji
賻,0x8cfb,17,ddrrrstrdtrrdtrdt,odddtrudoddursrs,kanji
購,0x8cfc,17,dtrrrstrddrrdtdrr,oddddruprsstopss,kanji
賽,0x8cfd,17,ddrrddrrstdtrrrst,lotrrlsrrlodddrr,kanji
贄,0x8d04,18,rdrtsrrddttdtrrrst,psrrlsrpsdsodddtr,kanji
贅,0x8d05,18,rdrdrdssrstdtrrrst,psrlropdrlsodddtr,kanji
贇,0x8d07,19,drstrrdrdrttdtrrrst,srlpdroldprsodddrr,kanji
贈,0x8d08,18,ddrrrsttsdtdrrdtrr,odddtrursorsddodd,kanji
贊,0x8d0a,19,srdrstsrdrstdtrrrst,dpsrppdpsrrsodddrr,kanji
贋,0x8d0b,19,rdsdsdsrdrrrdtrrrst,ordpdpsrsddsodddtr,kanji
贍,0x8d0d,20,ddrrrststrdsttrrrdtr,oddddrpdsorrsstddod,kanji
贏,0x8d0f,20,drrdrrdtrrrstddrrdtt,lrdodtodddtrqoddpod,kanji
贐,0x8d10,21,ddrrrsdtrrrdsdttdtddr,odddtrustspdrrrsorrs,kanji
贓,0x8d13,22,ddrrrstdrtrddrdtrdrdst,odddorpoldrporsdrsutu,kanji
贔,0x8d14,21,dtrrrstdtrrrstdtrrrst,odddtrlodddorpodddtr,kanji
贖,0x8d16,22,ddrrrstrdrdrsrrdtrrrst,odddtrupssorrstodddtr,kanji
赤,0x8d64,7,rdrddst,psrrsr,kanji
赦,0x8d66,11,rdrddddsrst,psrrsrpdrs,kanji
赧,0x8d67,12,rdrddddtrddt,psrrsrududo,kanji
赫,0x8d6b,14,rdrddddrdrddst,psrrsrupsrrsr,kanji
赭,0x8d6d,16,rdrddddrdrstdtrr,psrrsrppspdsodd,kanji
走,0x8d70,7,rdrdrsr,psrdld,kanji
赱,0x8d71,6,rdrtsr,pstrs,kanji
赳,0x8d73,10,rdrdrdrdrd,psrdldpdp,kanji
赴,0x8d74,9,rdrdrsrdt,psrdldpd,kanji
起,0x8d77,10,rdrdrsrtrt,psrdldpdo,kanji
趁,0x8d81,12,rdrdrdrstsss,psrdldpoddt,kanji
超,0x8d85,12,rdrdrdrtsdtr,psrdldprdod,kanji
越,0x8d8a,12,rdrdrdrtrtst,psrdldpoptu,kanji
趙,0x8d99,14,rdrdrsrdstdtrr,psrdldpsrsodd,kanji
趣,0x8da3,15,rdrdrdrrdrrrddt,psrdldprddsptd,kanji
趨,0x8da8,17,rdrdrdrstrdsstrds,psrdldpdsrlddsrl,kanji
足,0x8db3,7,drrdrsr,odrdld,kanji
趺,0x8dba,11,dtrdrdprrdt,odrdldpdpd,kanji
趾,0x8dbe,11,dtrdrdpdrdr,odrdldpdld,kanji
跂,0x8dc2,11,dtrdrdprddt,odrdldppdd,kanji
跋,0x8dcb,12,dtrdrdprdstt,odrdldpptlp,kanji
跌,0x8dcc,12,dtrdrdpsrrdt,odrdldpdspd,kanji
跏,0x8dcf,12,dtrdrdpddddr,odrdldpptod,kanji
跖,0x8dd6,12,dtrdrdprsdtr,odrdldprdod,kanji
跚,0x8dda,12,dtrdrdpdtddr,odrdqdporrs,kanji
跛,0x8ddb,12,dtrdrdpdrddt,odrdldpopdd,kanji
距,0x8ddd,12,dtrdrdpdrtrr,odrdldpoddd,kanji
跟,0x8ddf,13,dtrdrdptrrdst,odrdldpddutl,kanji
跡,0x8de1,13,dtrdrdpdrdddd,odrdldpsrrsr,kanji
跣,0x8de3,13,dtrdrdrdrdrst,odrdqdpdpsrr,kanji
跨,0x8de8,13,dtrdrdrrstrrd,odrdldppdssr,kanji
跪,0x8dea,13,dtrdrdpstrdtt,odrdldpdsoto,kanji
跫,0x8deb,13,rdrdrtdrrdrsr,rspotsodrdld,kanji
路,0x8def,13,dtrdrdpsdtdtr,odrdldpdsdod,kanji
跳,0x8df3,13,dtrdrdpdtpdst,odrdldpsdpts,kanji
践,0x8df5,13,dtrdrdprrrtst,odrdldpddutu,kanji
跼,0x8dfc,14,dtrdrdrrrdtdtr,odrdldpduddod,kanji
跿,0x8dff,14,dtrdrdprdrdrst,odrdldppsrdqd,kanji
踈,0x8e08,14,dtrdrdprdrrdst,odrdldpdodudo,kanji
踉,0x8e09,14,dtrdrdpdtrrdst,odrdldpsddutl,kanji
踊,0x8e0a,14,dtrdrdrttdtrrd,odrdldptsoddp,kanji
踏,0x8e0f,15,dtrdrdpddstdtrr,odrdldpsrssodd,kanji
踐,0x8e10,15,dtrdrdprtstrtst,odrdldpptqsptq,kanji
踝,0x8e1d,15,dtrdrdpdtrrrdst,odrdldpoddspdo,kanji
踞,0x8e1e,15,dtrdrdprrdrddtr,odrdldpdudpdod,kanji
踟,0x8e1f,15,dtrdrdrdrrdtddr,odrdqdpddpduod,kanji
踪,0x8e2a,15,dtrdrdpddrrrdst,odrdldpsotsrsr,kanji
踰,0x8e30,16,dtrdrdrstoddttdd,odrdqdpqdsotdpr,kanji
踴,0x8e34,16,dtrdrdrttdtdrrts,odrdldptsorsdsr,kanji
踵,0x8e35,16,dtrdrdplrdtrrdrr,odrdldpstodduds,kanji
蹂,0x8e42,16,dtrdrdrttrdsrdst,odrdldptsrosrdo,kanji
蹄,0x8e44,16,dtrdrdpdrdddrdtd,odrdldpsrrsodop,kanji
蹇,0x8e47,17,ddrrddrrstdrrdrsr,lotprssrrsodrdld,kanji
蹈,0x8e48,17,dtrdrdrlsttsdrtrr,odrdqdpsrrssdpds,kanji
蹉,0x8e49,17,dtrdrdptsrdrrsrdr,odrdldprsrssrdrs,kanji
蹊,0x8e4a,17,dtrdrdplsttddtrst,odrdldpsrrsrdsrd,kanji
蹌,0x8e4c,17,dtrdrdrstrtrrddtr,odrdqdpodsddudod,kanji
蹐,0x8e50,17,dtrdrdpstrrrrdtrr,odrdldpdldrdsodd,kanji
蹕,0x8e55,18,dtrdrdrdtdrrrddrrd,odrdldporsdsprsdp,kanji
蹙,0x8e59,18,drdrrdsttstdrrdrsr,ordsrsrutqsodrdld,kanji
蹟,0x8e5f,18,dtrdrdprdrrdtrrrst,odrdldppsstodddtr,kanji
蹠,0x8e60,18,dtrdrdpdrdrddrdddt,odrdldpsodprssrrr,kanji
蹣,0x8e63,18,dtrdrdrrddrdtdstst,odrdldpprssopdqrq,kanji
蹤,0x8e64,18,dtrdrdpssddtdtdrdt,odrdldpdspdpdsdqd,kanji
蹲,0x8e72,19,dtrdrdrstrdtdtrrrdt,odrdldprsdoprsdsrs,kanji
蹴,0x8e74,19,dtrdrdpdrdtrdsdrdtt,odrdldpsdodrsruudu,kanji
蹶,0x8e76,19,dtrdrdprdtdrtdddtst,odrdldpotrsdrqpddd,kanji
蹼,0x8e7c,19,dtrdrdpddtsrtsrrrst,odrdldprlrlrrsdspd,kanji
躁,0x8e81,20,dtrdrdpdrrdtrdtrrdst,odrdldpodsodpodspdo,kanji
躄,0x8e84,20,trddtrdrtdrrddrrdrsr,dudodpstrldpsodrdls,kanji
躅,0x8e85,20,dtrdrdrdrddrstdrrdrt,odrdldporrsrdsodpdp,kanji
躇,0x8e87,19,dtrdrdprddrdrstdtrr,odrdldpprspspssodd,kanji
躊,0x8e8a,21,dtrdrdprdrrrdrrdtrrdt,odrdldppsstrsstodpps,kanji
躋,0x8e8b,21,dtrdrdrdrtsdtssttdrrd,odrdldpsrrslrrsrsddp,kanji
躍,0x8e8d,21,dtrdrdptrrtrrsddrdrrr,odrdldpddpddsdpsrsdd,kanji
躑,0x8e91,22,dtrdrdpstrdtdtrrrsttdd,odrdldprsdoprsddpdutu,kanji
躓,0x8e93,22,dtrdrdrsdrdsdrddtrrrst,odrdldpsdrpsdrsodddtr,kanji
躔,0x8e94,22,dtrdrdpdrddtrrdrrstrdr,odrdldpsotoddpssrrsps,kanji
躙,0x8e99,23,dtrdrdrdtrrddrrsddrdrrr,odrdldpoddpoddsdpsrsdd,kanji
躡,0x8ea1,25,dtrdrdrrdrrrdrdrrrdrdrrrd,odrdldprddspsrddsprrddsp,kanji
躪,0x8eaa,26,dtrdrdrrdddtrrddrrsddrdrrr,odrdldpprsoddpoddldpsrsdd,kanji
身,0x8eab,7,sddrrrs,soddsp,kanji
躬,0x8eac,10,sddrrrstrd,soddspudo,kanji
躯,0x8eaf,11,sddrrrsrstt,soddspursu,kanji
躰,0x8eb0,12,sddrrrsrdstr,soddspupdos,kanji
躱,0x8eb1,13,dddrrrsdtrdst,soddsppldpdo,kanji
躾,0x8ebe,16,dddrrrstsrdrrrst,soddspursrsddpd,kanji
軅,0x8ec5,19,dddrrrsrdsddddrdrrr,soddspuotdpdpsrsdd,kanji
軆,0x8ec6,20,sddrrrsdtddrrrdrrtdr,soddspuoprsdstoddrs,kanji
軈,0x8ec8,24,dddrrrsdrdddsdsrdrrrdrot,soddsppsordpdpsrsddsrrr,kanji
車,0x8eca,7,rdtrrrd,doddsp,kanji
軋,0x8ecb,8,rdtrrrdt,doddsur,kanji
軌,0x8ecc,9,rdtrrrddt,doddsurd,kanji
軍,0x8ecd,9,drrdtrrrd,otdoddsp,kanji
軒,0x8ed2,10,rdtrrrdrrd,doddsutdp,kanji
軛,0x8edb,11,rdtrrrdrdtt,doddsurodo,kanji
軟,0x8edf,11,rdtrrrddrdt,doddsurddd,kanji
転,0x8ee2,11,rdtrrrdrrtt,doddsutdrt,kanji
軣,0x8ee3,11,rdrrrrdtpst,toddspsdps,kanji
軫,0x8eeb,12,rdtrrrdstsss,doddsurodtt,kanji
軸,0x8ef8,12,rdtrrrddtdrr,doddsutopdd,kanji
軻,0x8efb,12,rdtrrrdrdtrd,doddsurdodp,kanji
軼,0x8efc,12,rdtrrrddrrdt,doddsurdspd,kanji
軽,0x8efd,12,rdtrrrddtrdr,doddsutddps,kanji
軾,0x8efe,13,rdtrrrdrrdpdt,doddsutdrdur,kanji
較,0x8f03,13,rdtrrrddrstst,doddsurstrdl,kanji
輅,0x8f05,13,rdtrrrdsstdtr,doddsurdsdod,kanji
載,0x8f09,13,rdrrdtrrrddst,pstdoddspptu,kanji
輊,0x8f0a,13,rdtrrrdrttrdr,doddsurrtsps,kanji
輌,0x8f0c,13,rdtrrrdrdtdtd,doddsurdopdr,kanji
輒,0x8f12,14,rdtrrrdrdrrpdd,doddsurrdddur,kanji
輓,0x8f13,14,rdtrrrdstdtrst,doddsurdsodpd,kanji
輔,0x8f14,14,rdtrrrdrdtrrdt,doddsutdoddur,kanji
輕,0x8f15,14,rdtrrrdrdddrdr,doddsurtrrsrs,kanji
輙,0x8f19,15,rdtrrrdrdrrpddt,dodddurrdddudt,kanji
輛,0x8f1b,15,rdtrrrdrdtdstst,doddsurdopdqrq,kanji
輜,0x8f1c,15,rdtrrrdddddtdrr,doddsurrrsorsd,kanji
輝,0x8f1d,15,dtsrdtdrrdtrrrd,srsrrpoddoddsu,kanji
輟,0x8f1f,15,rdtrrrddtdtdtdt,doddsurdpdsdrd,kanji
輦,0x8f26,15,rrstrrdtrdrrrrd,spdpdpdsdoddsp,kanji
輩,0x8f29,15,drrrdrrrrdtrrrd,sdspdddldoddsp,kanji
輪,0x8f2a,15,rdtrrrdstrdtrdd,doddsurossodpr,kanji
輯,0x8f2f,16,rdtrrrddrrrdrrrd,doddsurodsrddsp,kanji
輳,0x8f33,16,rdtrrrdrrrstrrst,doddsurdspddspd,kanji
輸,0x8f38,16,rdtrrrdstrddrrdd,doddsurodsoddpp,kanji
輹,0x8f39,16,rdtrrrdsrdtrrsst,doddsurddoddods,kanji
輻,0x8f3b,16,rdtrrrdrdtrdtdrr,dodddurdodsorsd,kanji
輾,0x8f3e,17,rdtrrrdrrdrddrtst,doddsurdudprsrrl,kanji
輿,0x8f3f,17,sdrrrdtrrrddrrrst,sddpdoddsutddlrr,kanji
轂,0x8f42,17,rdrdrrrdtrrrddtdt,pssotddoddsppodd,kanji
轄,0x8f44,17,rdtrrrdddrrdrrdtr,doddsursodpsddod,kanji
轅,0x8f45,17,rdtrrrdrdrdrrsrst,doddsurpsdodrspl,kanji
轆,0x8f46,18,rdtrrrddrdrddrrtst,doddsursodprsdurl,kanji
轉,0x8f49,18,rdtrrrdrdtrrdrtrdt,doddsurdoddudrsrs,kanji
轌,0x8f4c,18,rdtrrrdrdrdtttttrr,dodddurdopsdpdsdt,kanji
轍,0x8f4d,19,rdtrrrddrttddrrdrdt,doddsursrtsoddpdrs,kanji
轎,0x8f4e,19,rdtrrrdlrstdtrdtdtr,doddsursptsodsotod,kanji
轗,0x8f57,20,rdtrrrddrrdtrtstdtrt,doddsutotdodutusprr,kanji
轜,0x8f5c,21,rdtrrrdrdrdttrtrsdtdd,doddsurdopsdrdsrsorr,kanji
轟,0x8f5f,21,rdrrrrdrdtrrrdrdtrrrd,doddspsdoddsprdoddsp,kanji
轡,0x8f61,22,rdtrrrdddtdstddtdstdrr,doddsultdssrprdssrlod,kanji
轢,0x8f62,22,rdtrrrdddtrrdddddtrdst,doddsursoddutdptdsrdo,kanji
轣,0x8f63,23,rdtrrrdrdsrdstsrdstdrdr,doddsurorspdopspdosdls,kanji
轤,0x8f64,23,rdtrrrddrdrrtdtdrrdtddr,doddsurdsotpsorsdsorrs,kanji
辛,0x8f9b,7,drddrrd,strltp,kanji
辜,0x8f9c,12,rddrrdrtsrrd,rsodrlrrltp,kanji
辞,0x8f9e,13,srddtrdrtdrrd,spdodpstrsdp,kanji
辟,0x8f9f,13,trddtrdrddrrd,dudodpstrsdp,kanji
辣,0x8fa3,14,drddrrdrdrrdst,strsdppdodudo,kanji
辧,0x8fa7,16,drddrrddddrddrrd,sorsdpptpsorsdp,kanji
辨,0x8fa8,16,drddrrddddrddrrd,srrsdppurstrsdp,kanji
辭,0x8fad,19,lsttttdtttdtdrddrrd,srrstsortstpstrsdp,kanji
辮,0x8fae,20,drtdrrdddtdstdrddrrd,strsdpptddsrustrsdp,kanji
辯,0x8faf,21,drddrrdtrrrdtrdrddrrd,strsdppddddodpstrsdp,kanji
辰,0x8fb0,7,rdrrtst,otsrrl,kanji
辱,0x8fb1,10,rdrrtstrdt,otsrrlsrs,kanji
農,0x8fb2,13,drddrrrdrrtst,oprsdsotdtrl,kanji
辶,0x8fb6,4,ttdr,ddd,kanji
辷,0x8fb7,5,rttdr,qddd,kanji
辺,0x8fba,5,tstdr,rldd,kanji
辻,0x8fbb,6,rdttdr,plddd,kanji
込,0x8fbc,5,sttdr,qldd,kanji
辿,0x8fbf,7,dtdttdr,srlddd,kanji
迂,0x8fc2,7,rrdttdr,dplddd,kanji
迄,0x8fc4,7,srtttdr,ddqddd,kanji
迅,0x8fc5,6,trdtdr,dpldd,kanji
迎,0x8fce,7,stddtdr,sroldd,kanji
近,0x8fd1,7,sdrdtdr,ldrqdd,kanji
返,0x8fd4,7,rddttdr,oddqdd,kanji
迚,0x8fda,8,dtrdttdr,odulddd,kanji
迢,0x8fe2,9,tsdtrttdr,rsodqddd,kanji
迥,0x8fe5,9,dtdtrttdr,otodqddd,kanji
迦,0x8fe6,9,dddtrttdr,ptodqddd,kanji
迩,0x8fe9,8,srdsttdr,drsrqdd,kanji
迪,0x8fea,8,dtdrrtdr,opddqdd,kanji
迫,0x8feb,8,sdtrrtdr,soddqdd,kanji
迭,0x8fed,8,srrdttdr,dspdqdd,kanji
迯,0x8fef,9,sdtdtttdr,dspdqddd,kanji
述,0x8ff0,8,rdstttdr,pdruldd,kanji
迴,0x8ff4,10,dtdtrrttdr,otodsuddd,kanji
迷,0x8ff7,9,tsrdsttdr,rspdtqdd,kanji
迸,0x8ff8,10,tsrrddttdr,rsdprlddd,kanji
迹,0x8ff9,10,drddstttdr,srrsrqddd,kanji
迺,0x8ffa,10,rdtddrttdr,doprsqddd,kanji
追,0x8ffd,9,sdrrtrtdr,sddddqdd,kanji
退,0x9000,9,trrdsttdr,ddutsqdd,kanji
送,0x9001,9,tsrrsttdr,rsdpdqdd,kanji
逃,0x9003,9,dtptsttdr,sdptsldd,kanji
逅,0x9005,10,sdrdtrttdr,lddodqddd,kanji
逆,0x9006,9,tsrrddtdr,rstrlldd,kanji
逋,0x900b,11,rdtrrdtttdr,doddurlddd,kanji
逍,0x900d,11,dstdtrrttdr,srsoddqddd,kanji
逎,0x900e,11,rdtdtrrttdr,doprsduddd,kanji
透,0x900f,10,srdststtdr,spdodlqdd,kanji
逐,0x9010,10,rsdsssttdr,rdotpsqdd,kanji
逑,0x9011,11,rdtpsttttdr,psdpsulddd,kanji
逓,0x9013,10,sdrrdtdtdr,ltdtouldd,kanji
途,0x9014,10,strrdsttdr,osspsrqdd,kanji
逕,0x9015,11,rdddrdrttdr,trrsrsuddd,kanji
逖,0x9016,11,sdstsdtttdr,ltprqdqddd,kanji
逗,0x9017,11,rdrrtsrttdr,doddrsuddd,kanji
這,0x9019,11,rrrrdrrttdr,stddodqddd,kanji
通,0x901a,10,ttdtrrdtdr,tsoddpldd,kanji
逝,0x901d,10,rdpsdrdtdr,pdpsdrldd,kanji
逞,0x901e,11,dtrrdrrttdr,oddrssuddd,kanji
速,0x901f,10,rdrrdsttdr,dodudtqdd,kanji
造,0x9020,10,drdrdtrtdr,dpstodqdd,kanji
逡,0x9021,11,ttstsstttdr,tsrsdsqddd,kanji
逢,0x9022,11,sstrrrdttdr,dsddspqddd,kanji
連,0x9023,10,rdtrrrdtdr,doddsuldd,kanji
逧,0x9027,11,ststdtrttdr,rsdsodqddd,kanji
逮,0x902e,11,trrdtpsttdr,stpsdpdqdd,kanji
週,0x9031,11,dtrdrdtrtdr,otpsdodqdd,kanji
進,0x9032,11,sdsrdrrrtdr,dpsrsddqdd,kanji
逵,0x9035,12,rdrstrdrttdr,psrrspsuddd,kanji
逶,0x9036,12,lrdsttsrttdr,srdodrlqddd,kanji
逸,0x9038,11,stdrdrsttdr,dsorstrqdd,kanji
逹,0x9039,12,rdrtsrrdttdr,psrrsspqddd,kanji
逼,0x903c,13,rdrrdtdrrttdr,dodsorsduddd,kanji
逾,0x903e,13,strddttddttdr,qdsotdprlddd,kanji
遁,0x9041,13,ldrddtrrrttdr,ldpsodddqddd,kanji
遂,0x9042,12,tsrsdsssttdr,rsrddtpsqdd,kanji
遅,0x9045,12,rrdtsrrrdtdr,dutrsddpqdd,kanji
遇,0x9047,12,dtrrdtdrttdr,oddsopdpqdd,kanji
遉,0x9049,13,drdtrrrstttdr,dsodddtrqddd,kanji
遊,0x904a,12,drdddrtdrtdr,stupddtsqdd,kanji
運,0x904b,12,drrdtrrrdtdr,oddoddspldd,kanji
遍,0x904d,12,rrrddtrddtdr,ddudodprqdd,kanji
過,0x904e,12,dtdrdtdtrtdr,otosotodqdd,kanji
遏,0x904f,13,dtrrststtttdr,oddodtdlqddd,kanji
遐,0x9050,13,trdrrtrdtttdr,duddpddoqddd,kanji
遑,0x9051,13,sdtrrrdrrttdr,soddsrsduddd,kanji
遒,0x9052,13,strdtdtrrttdr,rsdoprsdqddd,kanji
道,0x9053,12,tsrsdtrrrtdr,rsrsodddqdd,kanji
達,0x9054,12,rdrtdrrrdtdr,psrrsdspqdd,kanji
違,0x9055,13,drrdrrrdrdtdr,sstodsospqdd,kanji
遖,0x9056,13,rddttsrrdttdr,psorrsdpqddd,kanji
遘,0x9058,14,rddrrdtdrrttdr,prsstopssuddd,kanji
遙,0x9059,14,ssttsrrdrdttdr,ddstdspsrqddd,kanji
遜,0x905c,14,tdpsddtdstttdr,tdpstdssrqddd,kanji
遞,0x905e,14,lddrdrrtstttdr,lrdsodpdrqddd,kanji
遠,0x9060,13,rdrdrrsdsttdr,pstodrdrsqdd,kanji
遡,0x9061,14,tsrtddddrrttdr,rsdrqpoddqddd,kanji
遣,0x9063,13,drrdrdrrrrtdr,odpstodddqdd,kanji
遥,0x9065,12,lttsrrdrdtdr,srrsspsrqdd,kanji
遨,0x9068,15,rdrdrdsdrstttdr,psrsropdrsqddd,kanji
適,0x9069,14,drdsdtrddtrtdr,srrsotpsodqdd,kanji
遭,0x906d,14,rdtddrrdtrrtdr,doprsddoddqdd,kanji
遮,0x906e,14,drdrddrsdddtdr,sodprssrrrqdd,kanji
遯,0x906f,15,ddrrrsdssstttdr,oddprsddpsqddd,kanji
遲,0x9072,16,rrddrrrrsrrdttdr,dutldpdsdspqddd,kanji
遵,0x9075,15,tdrdtdtrrrdttdr,rstoprsdsrsqdd,kanji
遶,0x9076,16,rdrrdrrdrrstttdr,psdpsppssrrqddd,kanji
遷,0x9077,15,rdrddrrsttrrtdr,doprssptsdoqdd,kanji
選,0x9078,15,trrtrrrddrsttdr,dopdosprsrrqdd,kanji
遺,0x907a,15,drrdrdtrrrsttdr,odpstodddrrqdd,kanji
遼,0x907c,15,rsttsdtrrdsttdr,pdsrsoddrsrqdd,kanji
遽,0x907d,17,drdrrtrsdssstttdr,dsotpsroodpsqddd,kanji
避,0x907f,16,trddtrdrtdrrdtdr,dudodpsdrsdpldd,kanji
邀,0x9080,17,ddtrrdrdsdrstttdr,soddrsropdrsqddd,kanji
邁,0x9081,16,rdddtrrdtdrtttdr,prsoddsopdpqddd,kanji
邂,0x9082,17,sddddrrtsdrrdttdr,ddorsdprddsplddd,kanji
邃,0x9083,18,ddrsttsrsdssstttdr,lorrsrlrsodpsqddd,kanji
還,0x9084,16,drddrrdrrsdsttdr,orrsstodrdrsqdd,kanji
邇,0x9087,18,rstdtdststststttdr,trsopdltlpstlqddd,kanji
邉,0x9089,17,ddtrrrdrstdtrttdr,sodddsorrsodqddd,kanji
邊,0x908a,19,ddtrrrddrstdrdsttdr,sodddrlorrssroqddd,kanji
邏,0x908f,23,drddrddddsdsddrdrrrttdr,orrsdrdssrpdpsrsddqddd,kanji
邑,0x9091,7,drrrdrt,odsrsu,kanji
那,0x90a3,7,drrdtdd,ddprtq,kanji
邦,0x90a6,7,rrrdtdd,ddprtq,kanji
邨,0x90a8,7,rtddtdd,drqrtq,kanji
邪,0x90aa,8,rdrdstdd,tspdptq,kanji
邯,0x90af,8,rddrrtdd,prsdptq,kanji
邱,0x90b1,8,sdrdrtdd,sdrsptq,kanji
邵,0x90b5,8,tsdtrtdd,rsodptq,kanji
邸,0x90b8,8,strtrtdd,sdpdptq,kanji
郁,0x90c1,9,srddrrtdd,stoddptq,kanji
郊,0x90ca,9,drststtdd,strdlptq,kanji
郎,0x90ce,9,dtrrtttdd,sddutptq,kanji
郛,0x90db,10,lstttdrtdd,srrstsptq,kanji
郡,0x90e1,10,trrsdtrtdd,sdpdodptq,kanji
郢,0x90e2,10,dtrlrdrtdd,odrspsptq,kanji
郤,0x90e4,10,ststdtrtdd,tddsodptq,kanji
部,0x90e8,11,drtdrdtrtdd,strstodptq,kanji
郭,0x90ed,11,drdrrtdrtdd,stoddtsptq,kanji
郵,0x90f5,11,srrddrdrtdd,sdprspdptq,kanji
郷,0x90f7,11,dddtrrtttdd,tduddututq,kanji
都,0x90fd,11,rdrsdtrrtdd,pspsoddptq,kanji
鄂,0x9102,12,dtrdtrrrdtdd,odpodssrptq,kanji
鄒,0x9112,13,strddstrddtdd,dsrldddrlptq,kanji
鄙,0x9119,14,dtrdrdtdtrrtdd,odrstotodsptq,kanji
鄭,0x912d,15,strdtdtrrrsttdd,rsdoprsdspdptq,kanji
鄰,0x9130,15,tsrdstsstrrdtdd,rspdosdsrdpptq,kanji
鄲,0x9132,15,dtrdtrdtrrrdtdd,odpodloddspptq,kanji
酉,0x9149,7,rdtdtrr,doprsd,kanji
酊,0x914a,9,rdtddrrrd,doprsdpr,kanji
酋,0x914b,9,strdtdtrr,rsdoprsd,kanji
酌,0x914c,10,rdtddrrsdt,doprsdpdd,kanji
配,0x914d,10,rdtddrrtrt,doprddpdo,kanji
酎,0x914e,10,rdtddrrrdt,doprsdpps,kanji
酒,0x9152,10,ttprdtdtrr,ddudoprsd,kanji
酔,0x9154,11,rdtddrrdrrd,doprsdpsdp,kanji
酖,0x9156,11,rdtddrrdrdt,doprddpopd,kanji
酘,0x9158,11,rdtddrrdtdt,doprddpodd,kanji
酢,0x9162,12,rdtdtrrsrdrr,doprddpdrdd,kanji
酣,0x9163,12,rdtddrrrddrr,doprddpprsd,kanji
酥,0x9165,12,rdtddrrsrdst,doprddpspdo,kanji
酩,0x9169,13,rdtddrrsdtdtr,doprddpdsdod,kanji
酪,0x916a,13,rdtddrrsdtdtr,doprddpdsdod,kanji
酬,0x916c,13,rdtddrrddtddd,doprddpududu,kanji
酲,0x9172,14,rdtddrrdtrsrdr,doprddpodrsps,kanji
酳,0x9173,14,rdtddrrddtdtrr,doprddptdsodd,kanji
