kanakanji,unicode,maxStrokeID,strokeDirections,positionDirections,charClass
酵,0x9175,14,rdtddrrrdrstdr,doprddppspsts,kanji
酷,0x9177,14,rdtddrrsrdrdtr,doprddpdpstod,kanji
酸,0x9178,14,rdtddrrttstsst,doprddptsrsds,kanji
醂,0x9182,15,rdtddrrrdstrdsd,doprddpuddpudo,kanji
醇,0x9187,15,rdtddrrdrdrrtdr,doprddpstodstl,kanji
醉,0x9189,15,rdtddrrdrststrd,doprddpstdpdsp,kanji
醋,0x918b,15,rdtddrrrddrdtrr,doprddpprstodd,kanji
醍,0x918d,16,rdtddrrdtrrrdrdt,doprddpoddsrdqd,kanji
醐,0x9190,16,rdtddrrrddtrddrr,doprddpudoduodd,kanji
醒,0x9192,16,rdtddrrdtrrsrdrr,doprddpoddddpss,kanji
醗,0x9197,16,rdtddrrdtstsrrdt,doprddpdrlrsdpr,kanji
醜,0x919c,17,rdtddrrsdtdrrstdt,doprddpsorsdrrrt,kanji
醢,0x91a2,17,rdtddrrsrdtrdtddr,doprddpstodsorrs,kanji
醤,0x91a4,17,dtplttsrdtrdtstrr,ldpsrrsrssdoprsd,kanji
醪,0x91aa,18,rdtddrrtsstssstsss,doprddprtprtsodtt,kanji
醫,0x91ab,18,rsrrsttdrdrrdtstrr,tospdqroddsdoprsd,kanji
醬,0x91ac,18,dtrdssttrdtrdtstrr,ldrpdsssrssdoprsd,kanji
醯,0x91af,19,rdtddrrdrrtsdtdtddr,doprddpsrrsrrsorrs,kanji
醴,0x91b4,20,rdtddrrdtddrrrdrrddr,doprddpoprsddtoddrs,kanji
醵,0x91b5,20,rdtddrrdrdrrtrsdssst,doprddpdlotpsrdodps,kanji
醸,0x91b8,20,rdtddrrdrstrddrrstst,doprddpsrrsprsdrsrl,kanji
醺,0x91ba,21,rdtddrrlrdrtsrdrrsdtt,doprddpstotrsudddrrr,kanji
釀,0x91c0,24,rdtddrrdrdtrdtrrddrrsrst,doprddpsdodpodsprssrdrl,kanji
釁,0x91c1,25,sdrrdtrrrtrrdrrdrstrrstts,sddpotsdpddlordoprsdrrlr,kanji
釆,0x91c6,7,ltsrdst,srlpdo,kanji
采,0x91c7,8,lttsrdst,srrsrdo,kanji
釈,0x91c8,11,stsrdsttrdt,srspdtpdud,kanji
釉,0x91c9,12,stsrdstdtdrr,srspdtpopdd,kanji
釋,0x91cb,20,stsrdstdrddrrdrtdrrd,srspdtuorrsdpsrrsdp,kanji
里,0x91cc,7,dtrrdrr,oddpss,kanji
重,0x91cd,9,lrdtrrdrr,ltodduds,kanji
野,0x91ce,11,dtrrdrrttrd,oddpddptsr,kanji
量,0x91cf,12,drrrrdtrrdrr,oddsroddpss,kanji
釐,0x91d0,18,rrdstsrstrddrrrdrr,spdtpdrlsotoddpss,kanji
金,0x91d1,8,strrdtsr,dsdpsrl,kanji
釖,0x91d6,10,strrdtsrdd,dsspsrspr,kanji
釘,0x91d8,10,strrdtdrrd,dsdpsrspr,kanji
釛,0x91db,10,strrdtsrtd,dsdpsrspp,kanji
釜,0x91dc,10,stsrrrdtsr,rdldspsrl,kanji
針,0x91dd,10,strrdtsrrd,dsspsrspp,kanji
釟,0x91df,10,strrdtdrdd,dsspsrspu,kanji
釡,0x91e1,10,ststrrdtsr,rsossrsrl,kanji
釣,0x91e3,11,strrddsrddt,dsspsrspdd,kanji
釦,0x91e6,11,strrdtsrdtr,dsspsrspod,kanji
釧,0x91e7,11,strrdtdrddd,osdpsrsprr,kanji
釵,0x91f5,11,strrdtdrdtt,dsspsrsptl,kanji
釶,0x91f6,11,strrdtsrtdt,dsspsrspps,kanji
釼,0x91fc,11,strrdtdrddt,dsdpsrsprs,kanji
釿,0x91ff,12,strrdtsrsdrd,dsspsrspsdr,kanji
鈍,0x920d,12,strrdddrsrdt,dsdpsrspsrq,kanji
鈎,0x920e,12,strrdtsrsddt,dsspsrspdtd,kanji
鈑,0x9211,12,strrdtsrrddt,dsspsrspodd,kanji
鈔,0x9214,12,strrdtdrdsts,dsspsrspsrd,kanji
鈕,0x9215,12,strrdtdrtdrr,dsdpsrsprdd,kanji
鈞,0x921e,12,strrdtdrddrp,dsdpsrspddd,kanji
鈩,0x9229,12,strrdtsrrtrd,dsspsrspddu,kanji
鈬,0x922c,12,strrdtdrtrdt,dsdpsrspdud,kanji
鈴,0x9234,13,strrddsrstttt,dsspsrspodst,kanji
鈷,0x9237,13,strrdtsrrddtr,dsspsrsppdod,kanji
鈿,0x923f,13,strrdtsrdtdrr,dsdpsrsporsd,kanji
鉄,0x9244,13,strrdddrdrrdt,dsspsrspdspd,kanji
鉅,0x9245,13,strrdtdrdrtrr,dsdpsrsplddd,kanji
鉈,0x9248,13,strrdtsrddrst,dsspsrspsotl,kanji
鉉,0x9249,13,strrdtdrdrddt,dsdpsrspsrtd,kanji
鉋,0x924b,13,strrdtsrsdtrt,dsspsrspdsdu,kanji
鉐,0x9250,13,strrdtsrrsdtr,dsspsrsprdod,kanji
鉗,0x9257,13,strrdtsrrddrr,dsspsrspursd,kanji
鉚,0x925a,13,strrdtsrsdddd,dsdpsrspsrpo,kanji
鉛,0x925b,13,strrddsrstdtr,dsdpsrsppdod,kanji
鉞,0x925e,13,strrdtsrtrtst,dsspsrspoptu,kanji
鉢,0x9262,13,strrdtdrrdstr,dsspsrsppdos,kanji
鉤,0x9264,13,strrdtsrdddtr,dsspsrspddod,kanji
鉦,0x9266,13,strrdtsrrdrdr,dsspsrsprdld,kanji
鉱,0x9271,13,strrdtdpdrdtt,dsdpsrspsotd,kanji
鉾,0x927e,14,strrdtsrttsrrd,dsdpsrsptsdsp,kanji
銀,0x9280,14,strrdtsptrrdst,dsdpsrspddutl,kanji
銃,0x9283,14,strrdtsrdrttst,dsspsrspsrtsr,kanji
銅,0x9285,14,strrddsrdtrdtr,dsspsrspoddod,kanji
銑,0x9291,14,strrdtdrdrdrst,dsdpsrspdpsrr,kanji
銓,0x9293,14,strrdtdrstrdrr,tsdpsrspddrsd,kanji
銕,0x9295,14,strrdtsrrrrtdt,dsspsrspdtopd,kanji
銖,0x9296,14,strrdtdrdrrdst,dsdpsrspdspdo,kanji
銘,0x9298,14,strrdtsrsstdtr,dsspsrspdsdod,kanji
銚,0x929a,14,strrdtsrdtpdst,osdpsrspsdpts,kanji
銛,0x929b,14,strrdtsrsrddtr,dsspsrspspsod,kanji
銜,0x929c,14,ssdstrrdtdrrrd,dspdsspsrspdr,kanji
銭,0x92ad,14,strrdtdrrrrtst,dsdpsrspddutu,kanji
銷,0x92b7,15,strrdtsrdstdtrr,dsdpsrspsrsodd,kanji
銹,0x92b9,15,strrdtsrsrdstst,dsspsrspspdodl,kanji
鋏,0x92cf,15,strrdtsrrdtstdt,dsdpsrsptdpdqd,kanji
鋒,0x92d2,15,strrdtsrsstrrrd,dsdpsrspdsddsp,kanji
鋤,0x92e4,15,strrdtspddrrpdd,dsspsrspodddpp,kanji
鋩,0x92e9,14,strrdtsrrdddrt,dsdpsrspprsso,kanji
鋪,0x92ea,15,strrdtsrrdtrrdt,dsdpsrspdoddur,kanji
鋭,0x92ed,15,strrdtsrtsdtrst,dsdpsrsprsodrr,kanji
鋲,0x92f2,15,strrdtdrsdrdrst,dsdpsrspsdrstr,kanji
鋳,0x92f3,15,strrdddrrrrdrdt,dsspsrspdspdrs,kanji
鋸,0x92f8,16,strrdtsrrrdrddtr,dsspsrspdudpsod,kanji
鋺,0x92fa,16,strrdddrddrsdttt,dsspsrspsotdspo,kanji
鋼,0x92fc,16,strrdtspdttsrdtd,dsdpsrspotrsrsr,kanji
錆,0x9306,16,strrdtsrrdrrdtdr,dsspsrsppsstors,kanji
錏,0x930f,16,strrdtsrrdrddrdr,dsspsrsprsopdos,kanji
錐,0x9310,16,strrdtsrsddrdrrr,dsspsrspdpsrsdd,kanji
錘,0x9318,16,strrdtspsrrddrdr,dsspsrspsdprsud,kanji
錙,0x9319,16,strrdtdrddddtdrr,dsspsrsprrsorsd,kanji
錚,0x931a,16,strrdtsrlstttrrd,dsspsrspsrrsddp,kanji
錠,0x9320,16,strrdtdrddrrdrst,dsdpsrspsodrdld,kanji
錢,0x9322,16,strrdtsrrtstrtst,dsdpsrsputqdptq,kanji
錣,0x9323,16,strrdddrdtdtdtdt,dsdpsrsptpdsdpd,kanji
錦,0x9326,16,strrdtsrsdtrrdtd,dsdpsrspsoddsop,kanji
錨,0x9328,16,strrdddrrdddtdrr,dsspsrspprsorsd,kanji
錫,0x932b,16,strrdtsrdtrrsdss,osdpsrspoddrsrr,kanji
錬,0x932c,16,strrdtsrrdtrrdst,dsdpsrspdoddudo,kanji
錮,0x932e,16,strrdtdrdtrddtrr,dsspsrspodpdods,kanji
錯,0x932f,16,strrdtsrrddrdtrr,dsdpsrspprstodd,kanji
録,0x9332,16,strrdddrtrrdtpst,dsspsrspdsrsdps,kanji
錵,0x9335,15,strrdtdrrddsdst,dsdpsrspprsdrl,kanji
錺,0x933a,15,strrdtdrrdddrds,dsspsrspprssru,kanji
錻,0x933b,16,strrdtdrrrdrdpdt,dsspsrspdtdldut,kanji
鍄,0x9344,16,strrdtspdrdtrdst,dsspsrspstodrsr,kanji
鍋,0x934b,17,strrdtspdtdrdtdtr,dsspsrspotosotod,kanji
鍍,0x934d,17,strrdtsrdrdrddrdt,dsspsrspsodprsso,kanji
鍔,0x9354,17,strrdddrdtrdtrrrd,dsspsrspodpodsdr,kanji
鍖,0x9356,17,strrdddrrddrrrdtt,dsdpsrspprsdsrrl,kanji
鍛,0x935b,17,strrdtdpsdrrpdtdt,dsdpsrspsdddpodd,kanji
鍜,0x935c,17,strrdtdrtrdrrtrdt,dsdpsrspdudduddd,kanji
鍠,0x9360,17,strrdtdrsdtrrrdrr,dsspsrspsodddrss,kanji
鍬,0x936c,17,strrddsrsrdstdsdt,dsspsrspspddprqd,kanji
鍮,0x936e,17,strrdtspstoddttdd,dsdpsrspqddotdpr,kanji
鍵,0x9375,17,strrdtsrtrrrrdddt,dsspsrspdddduldd,kanji
鍼,0x937c,17,strrdtdrdrrdtrdst,dsspsrspoddodutu,kanji
鍾,0x937e,17,strrddsrsrdtrrdrr,dsdpsrspstodduds,kanji
鎌,0x938c,18,strrdtdrtsrtrrddst,dsdpsrsprsdddurdr,kanji
鎔,0x9394,18,strrdtdrddrststdtr,dsdpsrspsotrsosod,kanji
鎖,0x9396,18,strrdtspdtsdtrrrst,dsdpsrsplrsoddddr,kanji
鎗,0x9397,18,strrdtspstrtrrddtr,dsspsrsposdddudod,kanji
鎚,0x939a,18,strrdtdrsdtrtrttsr,dsspsrspsoddduddd,kanji
鎧,0x93a7,18,strrdtsrdrdrdrrtdr,dsspsrspsrsdoddrs,kanji
鎬,0x93ac,18,strrdtdrdrdrrdtdtr,dsdpsrspstodsotod,kanji
鎭,0x93ad,18,strrdtdrlrdtrrrtst,dsspsrspldodddqdr,kanji
鎮,0x93ae,18,strrdddrrddtrrrrst,dsspsrsppsodddsrr,kanji
鎰,0x93b0,18,strrdtdrstrstdtddr,dsdpsrsppstpsorrs,kanji
鎹,0x93b9,18,strrdtdrstrrdtttdr,dsspsrsppsdpdqddd,kanji
鏃,0x93c3,19,strrddsrdrdddrsrrst,dsspsrspstupdddspd,kanji
鏈,0x93c8,19,strrdtsrrdtrrrdttdr,dsdpsrspdoddsulddd,kanji
鏐,0x93d0,19,strrdtdrtsstssstsss,dsspsrsprtprtsodtt,kanji
鏑,0x93d1,19,strrdtdrdrtddtrddtr,dsdpsrspstrsotpdod,kanji
鏖,0x93d6,19,drdrddrrtsrstrrdtsr,sodprsturlsossrsrl,kanji
鏗,0x93d7,20,strrdtsrdrdtrdrdtrdr,dsdpsrsporsdrspdsps,kanji
鏘,0x93d8,19,strrdtspdtrdsdttrdt,dsspsrspsdrpddsdps,kanji
鏝,0x93dd,19,strrdtsrdtrrdrddrdt,dsspsrspoddsorrsdd,kanji
鏡,0x93e1,19,strrdtspdrddrdtrrst,dsdpsrspsorstoddtr,kanji
鏤,0x93e4,19,strrdtsrdtrrdrrdtsr,dsspsrspostdodudrl,kanji
鏥,0x93e5,19,strrdtsrddrsdrddtrr,dsdpsrspsotdprsodd,kanji
鏨,0x93e8,19,rdtrrrdsdrdstrrdtsr,doddsprsdrsossrsrl,kanji
鐃,0x9403,20,strrdddrrdrrdrrdrrst,osdpsrsppsdpdppssrr,kanji
鐇,0x9407,20,strrdtdrltsrdstdtdrr,dsdpsrspsrlpdosorsd,kanji
鐐,0x9410,20,strrdtsrrsttsdtrrdst,dsdpsrspptlrsoddrsr,kanji
鐓,0x9413,20,strrdddrdrdtrtdrdrst,dsdpsrspsdoddtspdrs,kanji
鐔,0x9414,20,strrdtdrrdrddrdtrrrd,dsdpsrspdoprsdoddsp,kanji
鐘,0x9418,20,strrdtsrdrtdrdtrrdrr,dsdpsrspstrltoddpss,kanji
鐙,0x9419,20,strrdddrdtstsrdtrtsr,dsspsrspdrlrsdoddrs,kanji
鐚,0x941a,20,strrdtsrrdrttrdrdtrt,dsspsrsprsopdosdprr,kanji
鐡,0x9421,20,strrdtdrrdrdtrddrdst,dsdpsrsppstoddrsutu,kanji
鐫,0x942b,20,strrddsrsddrdrrrdrdd,dsdpsrspdpsrsdddoro,kanji
鐵,0x9435,21,strrdtdrrdrdtrrdrrdst,osdpsrsppsdoddrsdutu,kanji
鐶,0x9436,21,strrdddrdrddrrdrrsrst,dsdpsrsporrsstodrspl,kanji
鐸,0x9438,21,strrdtsrdrddrrdrdsrrd,dsspsrsporrsdpsrrsdp,kanji
鐺,0x943a,21,strrdddrdtsdrdtrdtdrr,osspsrsplrlotodsorsd,kanji
鑁,0x9441,21,strrddsrsttttttdstsst,osdpsrsplpsrsqrsrsds,kanji
鑄,0x9444,22,strrdtdrrdrrrdrrdtrrdt,osdpsrsppsstrssdodpps,kanji
鑑,0x9451,23,strrdtsrdrdtrdrdrrdtddr,dsdpsrsporsdrspddsorrs,kanji
鑒,0x9452,23,drdrrdrsrrdrddrstrrdtsr,orsdrspdddorrslossrsrl,kanji
鑓,0x9453,22,strrdddrdrrdrdrrtrttsr,dsdpsrspodpstoddduddd,kanji
鑚,0x945a,23,strrdtsrrrdtrrdtdtrrrst,dsspsrspdpdpdpdsodddor,kanji
鑛,0x945b,23,strrdtdrdrdrddrrdtdrrst,dsdpsrspsodprssdopsdtr,kanji
鑞,0x945e,23,strrdddpddddrsrrttttttd,dsdpsrsprrsorlsotdptdp,kanji
鑠,0x9460,23,strrdtsrddtrrdddddtrdst,osdpsrspsodduddptdspdo,kanji
鑢,0x9462,23,strrdtsrdrdrrtdtdrrdrot,dsdpsrspdsodpdorsdsrrr,kanji
鑪,0x946a,24,strrdtdrdrdrrtdtdrrdrddr,dsdpsrspdlotpsorsdsorrs,kanji
鑰,0x9470,25,strrdddrstrdtrdtrdtrdtrdd,dsdpsrspossodpodpodlodpr,kanji
鑵,0x9475,25,strrdtdrrdddtrdtrsdsrdrrr,dsdpsrspprsodpodsdpsrsdd,kanji
鑷,0x9477,26,strrdtdrrdrrrdrdrrrdrdrrrd,dsdpsrsprddspsrddsproddsp,kanji
鑼,0x947c,27,strrdtdrdrddrddtdstsddrdrrr,dsdpsrsporrsttdssrudpsrsdd,kanji
鑽,0x947d,27,strrdddrdrdrstdrdrstdtrrrst,dsdpsrspdpsrppdpsrrsodddtr,kanji
鑾,0x947e,27,trrrdrrddtdstddtdststrrdtsr,stddodqtdssrprdssrlossrsrl,kanji
鑿,0x947f,28,ddtsrdsrrdsdrtrrdrdtstrrdtsr,rlrlrrldrssdpdspodddossrsrl,kanji
钁,0x9481,28,strrdtdrdtrrrdtrrrsdsrdrrrdt,dsdpsrspodddpodddldpsrldddo,kanji
長,0x9577,8,drrrrtst,oddsrrl,kanji
門,0x9580,8,dtrrddrr,oddpodd,kanji
閂,0x9582,9,dtrrddrrr,oddpodds,kanji
閃,0x9583,10,dtrrddrrst,oddpoddsd,kanji
閇,0x9587,11,dtrrddrrrdt,oddpoddlrt,kanji
閉,0x9589,11,dtrrddrrrds,oddpoddspd,kanji
閊,0x958a,11,dtrrddrrdtd,oddpoddlsr,kanji
開,0x958b,12,dtrrddrrrrdd,oddpoddsdpr,kanji
閏,0x958f,12,dtrrddrrrdrr,oddpoddsrsd,kanji
閑,0x9591,12,dtrrddrrrdst,oddpoddspdo,kanji
間,0x9593,12,dtrrddrrdtrr,oddpoddsodd,kanji
閔,0x9594,12,dtrrddrrdrst,oddpoddlsrl,kanji
閖,0x9596,12,dtrrddrrddst,oddpoddlsrs,kanji
閘,0x9598,13,dtrrddrrdtrrd,oddpoddloddp,kanji
閙,0x9599,13,dtrrddrrdrdtd,oddpoddlstop,kanji
閠,0x95a0,13,dtrrddrrrdrrt,oddpoddsrssr,kanji
関,0x95a2,14,dtrrddrrtsrrst,oddpoddlrsdpd,kanji
閣,0x95a3,14,dtrrddrrsstdtr,oddpoddldodod,kanji
閤,0x95a4,14,dtrrddrrstrdtr,oddpoddlosdod,kanji
閥,0x95a5,14,dtrrddrrsdrtst,oddpoddsdrptu,kanji
閧,0x95a7,14,dtrrddrrrddrst,oddpoddsprsrr,kanji
閨,0x95a8,14,dtrrddrrrdrrdr,oddpoddspsdps,kanji
閭,0x95ad,15,dtrrddrrdrrddrr,oddpoddlodrsod,kanji
閲,0x95b2,15,dtrrddrrtsdrrst,oddpoddlrsodrr,kanji
閹,0x95b9,16,dtrrddrrrstdtrrt,oddpoddlptsoddu,kanji
閻,0x95bb,16,dtrrddrrstsdrtrr,oddpoddlddsdpds,kanji
閼,0x95bc,16,dtrrddrrdrdssttt,oddpoddlsropodd,kanji
閾,0x95be,16,dtrrddrrrdtrrtst,oddpoddsdoddptu,kanji
闃,0x95c3,17,dtrrddrrdtrrrrstt,oddpoddlodddspdp,kanji
闇,0x95c7,17,dtrrddrrdrtsrdtrr,oddpoddsstrltodd,kanji
闊,0x95ca,17,dtrrddrrttpsrddtr,oddpoddlddpspsod,kanji
闌,0x95cc,17,dtrrddrrrdrtsrdst,oddpoddldorrspdo,kanji
闍,0x95cd,17,dtrrddrrrdrsodtrr,oddpoddspspssodd,kanji
闔,0x95d4,18,dtrrddrrrdrrtdrddr,oddpoddlpsrrsorrs,kanji
闕,0x95d5,18,dtrrddrrtsrtddsrdt,oddpoddlrstrlpddd,kanji
闖,0x95d6,18,dtrrddrrdrdrrtdttt,oddpoddlorsddsrrr,kanji
闘,0x95d8,18,dtrrddrrrdtrtdrrdt,oddpoddldoddrspps,kanji
關,0x95dc,19,dtrrddrrddtddttddrd,oddpoddlrdprdlrrsu,kanji
闡,0x95e1,20,dtrrddrrdtrdtrdtrrrd,oddpoddlodpodloddsp,kanji
闢,0x95e2,21,dtrrddrrtrddtrdrddrrd,oddpoddldudodpsorsdp,kanji
闥,0x95e5,21,dtrrddrrrdrtsrrrdttdr,oddpoddspsrrsddpqddd,kanji
阜,0x961c,8,sdrrrrrd,sodddsr,kanji
阝,0x961d,3,tdd,tq,kanji
阡,0x9621,6,tddsrd,tqrsp,kanji
阨,0x9628,7,tddrdtt,tqroto,kanji
阪,0x962a,7,tddrddt,tqrodd,kanji
阮,0x962e,7,tddrrst,tqrdrr,kanji
阯,0x962f,7,tdddrdr,tqrdld,kanji
防,0x9632,7,tdddrds,tqrstu,kanji
阻,0x963b,8,tdddtrrr,tqrodds,kanji
阿,0x963f,8,tddrdtrd,tqrdodp,kanji
陀,0x9640,8,tddddrst,tqrsorl,kanji
陂,0x9642,8,tdddrddt,tqropdt,kanji
附,0x9644,8,tddsdrdt,tqrdtps,kanji
陋,0x964b,9,tddrdtdtt,tqrtopdl,kanji
陌,0x964c,9,tddrddtrr,tqrrsodd,kanji
降,0x964d,10,tddsstrdrd,tqrosdosp,kanji
陏,0x964f,9,tddsrddrr,tqrstodd,kanji
限,0x9650,9,tddtrrdst,tqrddutl,kanji
陛,0x965b,10,tddrtstrdr,tqrurlsps,kanji
陜,0x965c,10,tddrdtdtdt,tqttdpdud,kanji
陝,0x965d,10,tddrststdt,tqttqrqqd,kanji
陞,0x965e,10,tddsdrdrdr,tqrsspsps,kanji
陟,0x965f,10,tdddrdrdss,tqrdlsrsr,kanji
院,0x9662,10,tddddrrrst,tqrsotsrr,kanji
陣,0x9663,10,tddrdtrrrd,tqrdoddsu,kanji
除,0x9664,10,tddstrrdst,tqroddpsr,kanji
陥,0x9665,10,tddsdddtrr,tqrdsrodd,kanji
陦,0x9666,10,tddrrrdrdt,tqrddpsrs,kanji
陪,0x966a,11,tdddrtdrdtr,tqrstrstod,kanji
陬,0x966c,11,tddrdrrrddt,tqrodddutd,kanji
陰,0x9670,11,tddstrtrrtt,tqrosddsrr,kanji
陲,0x9672,11,tddlrrddrdr,tqrsdprspd,kanji
陳,0x9673,11,tddrdtrrdst,tqrdoddudo,kanji
陵,0x9675,11,tddrdrstsst,tqrpsrrsds,kanji
陶,0x9676,11,tddstsrrdrd,tqrdddspsr,kanji
陷,0x9677,11,tddsdsdrtrr,tqrddsdpds,kanji
陸,0x9678,11,tddrdrstrdr,tqrpsrrsps,kanji
険,0x967a,11,tddstrdrrst,tqrdssodpd,kanji
陽,0x967d,12,tdddtrrrstss,tqroddsrdor,kanji
隅,0x9685,12,tdddtrrdtdrt,tqroddsopdp,kanji
隆,0x9686,11,tddsstsrdrr,tqrdsddpss,kanji
隈,0x9688,12,tdddtdrrrtst,tqrorsdsrrl,kanji
隊,0x968a,12,tddtsrsdssst,turrsrdodps,kanji
隋,0x968b,12,tddrsrdrdtrr,tqrpdrsdodd,kanji
隍,0x968d,12,tddsdtrrrdrr,tqrsoddsrss,kanji
階,0x968e,12,tddrtstsdtrr,tqrurldsodd,kanji
随,0x968f,12,tddsrdtrrtdr,tqrstoddqdd,kanji
隔,0x9694,13,tddrdrrdtstrd,tqrdodsorrsr,kanji
隕,0x9695,13,tdddrrdtrrrst,tqroddodddtr,kanji
隗,0x9697,13,tddsdtdrrstdt,tqrsorsdrrrt,kanji
隘,0x9698,13,tddstrstdtddr,tqrrsdrsorrs,kanji
隙,0x9699,13,tdddstdtrrdst,tqrsrsoddrsr,kanji
際,0x969b,14,sddssttstorlst,tqrodspsssrsr,kanji
障,0x969c,14,tdddrddrdtrrrd,tqrstrltoddsr,kanji
隠,0x96a0,14,tddlttstrrdrtt,tqrsrrsdddprr,kanji
隣,0x96a3,16,tddtsrdstsstrdrd,tqrrspdrsdsrosp,kanji
隧,0x96a7,16,tddstrsdssstttdr,tqrrsrsdtpsqddd,kanji
隨,0x96a8,16,tddrsrdrdtrrttdr,turpdrsdodduddd,kanji
險,0x96aa,16,dddstrdtrdtrstst,durossodpodldrd,kanji
隰,0x96b0,17,tdddtrrddtddtdddt,tqrodddrdprdsrrr,kanji
隱,0x96b1,17,tddlsttrdrtrrdrtt,tqrlrrsrststdrrr,kanji
隲,0x96b2,17,tdddstsdrdrrtdddt,tqrsrdsorsddsrrr,kanji
隴,0x96b4,19,tdddrddrddrrrtrtrrr,tqrstrstoddpudoddd,kanji
隶,0x96b6,8,trrdtpst,stpsdpl,kanji
隷,0x96b7,16,rdrrrdsttrrdtpst,psdsrsrudduddps,kanji
隸,0x96b8,17,rdstrrdsttrrdtpst,pdossrsrudduddps,kanji
隹,0x96b9,8,sdsrdrrr,spsrsdd,kanji
隻,0x96bb,10,sdsrdrrrdr,dpsrsdddd,kanji
隼,0x96bc,10,sdsrdrrrrd,dpsrsddsr,kanji
雀,0x96c0,11,dstsdsrdrrr,srsspsrsdd,kanji
雁,0x96c1,12,rdsdsddrdrrr,ordpdpsrsdd,kanji
雄,0x96c4,12,rdddsddrdrrr,pddudpsrsdd,kanji
雅,0x96c5,13,rdrdssdsrdrrr,rspdpdpsrsdd,kanji
集,0x96c6,12,sddrdrrrrdst,dpsrsddsrdr,kanji
雇,0x96c7,12,rrrdsddrdrrr,ddutdpsrsdd,kanji
雉,0x96c9,13,drrdtsddrdrrr,dspdpdpsrsdd,kanji
雋,0x96cb,12,sdsrdrrrdrdd,srlrlddsoro,kanji
雌,0x96cc,14,drdpsddddrdrrr,dldpqrdpsrsdd,kanji
雍,0x96cd,13,drddssddrdrrr,srtdpdpsrsdd,kanji
雎,0x96ce,13,ddrrrsdsrdrrr,odddpdpsrsdd,kanji
雑,0x96d1,14,drrdstsddrdrrr,sdpdtpdpsrsdd,kanji
雕,0x96d5,16,ddrrddtrdddrdrrr,oddpdodpdpsrsdd,kanji
雖,0x96d6,17,dtrdtrdrtsddrdrrr,odsodudpudpsrsdd,kanji
雙,0x96d9,18,sdsrdrrrsdsrdrrrsr,dpsrsddpdpsrsddsd,kanji
雛,0x96db,18,sdrddsdrdddddrdrrr,dsrlddsrlpdpsrsdd,kanji
雜,0x96dc,18,drststrdstdddrdrrr,srdpdspdtpdpsrsdd,kanji
離,0x96e2,19,drstrddldptdddrdror,srllrsopdppdpsrsdd,kanji
難,0x96e3,18,rdddrrrrdtdddrdrrr,prsodddpdpdpsrsdd,kanji
雨,0x96e8,8,rdtdtttt,sopsdpd,kanji
雩,0x96e9,11,rdrdrrrrrrd,sorsdrdssr,kanji
雪,0x96ea,11,rdrdrrrttrr,sorsdrdsdd,kanji
雫,0x96eb,11,rdrdrtrtrdt,sorsdrdlrt,kanji
雰,0x96f0,12,rdrdrtrtstts,sorsdrdsrsr,kanji
雲,0x96f2,12,rdrdttttrrtt,sopsdrdssrr,kanji
零,0x96f6,13,rdrdttttstttt,sorssrdlosst,kanji
雷,0x96f7,13,rdrdttttdtdrr,sopsdrdsorsd,kanji
雹,0x96f9,13,rdrdrtttstrrr,sorsdrdldddu,kanji
電,0x96fb,13,rdrdrrrtdtrrt,sopsdrdloddp,kanji
需,0x9700,14,rdrdrtrtrsdtdd,sorsdrdlrlorr,kanji
霄,0x9704,15,rdrdrtttdstdtrr,sorssrdslrsodd,kanji
霆,0x9706,15,rdrdttttlrdrddr,sorsdrdtspsqdd,kanji
震,0x9707,15,rdrdttttrdrrtst,sorsdrdlotsrrl,kanji
霈,0x9708,15,rdrdrtrtttprdtd,sorssrdlsdpdop,kanji
霊,0x970a,15,rdrdttttrrddtsr,sorsdrdsdrrlrl,kanji
霍,0x970d,16,rdrdrtttsdsrdrrr,sorssrdlspsrsdd,kanji
霎,0x970e,16,rdrdttrtdrtdrtsr,sorssrdslrrlrrl,kanji
霏,0x970f,16,rdrdrtttdrrrdrrr,sorssrdslddpddd,kanji
霑,0x9711,16,rdrdrtttttpdrdtr,sorsdrdlsdpdsod,kanji
霓,0x9713,16,rdrdrtrtsdrtrrst,sorssrdsldrdsrr,kanji
霖,0x9716,16,rdrdttttrdstrdst,sorsdrdspddppdo,kanji
霙,0x9719,16,rdrdrtttrdddrrst,sorssrdlrrsospd,kanji
霜,0x971c,17,rdrdttttrdstdtrrr,sorsdrdspdtpoddd,kanji
霞,0x971e,17,rdrdrtrtrrdrrrrdt,sorsdrdlduddpddd,kanji
霤,0x9724,18,rdrdttrtsrttsdtdrr,sorssrdllrrrsorsd,kanji
霧,0x9727,19,rdrdrtrtttrdssrsrts,sorsdrdltsropdrldp,kanji
霪,0x972a,19,rdrdttrtttplsttlrdr,sorsdrdlddpsrrtsrs,kanji
霰,0x9730,20,rdrdrtrtrddrdtrrdrst,sorssrdlprstoddpdrl,kanji
露,0x9732,21,rdrdttrtdtrdrdrsstdtr,sorsdrdlodrdldposdod,kanji
霸,0x9738,21,rdrdrtrtrddrdrrrdddrr,sorssrdlprssodsppodd,kanji
霹,0x9739,21,rdrdtttttrddtrdrddrrd,sorsdrdldudodpstrsdp,kanji
霽,0x973d,22,rdrdttrrdrtsdtssttdrrd,sorssrdllrrslrrsrstdp,kanji
霾,0x973e,22,rdrdrtttsttsdssdtrrdrr,sorssrslsprsoduoddpsd,kanji
